"apartmentId","Location_X","Location_Y","buildingId","participantId"
"1455","-3495.4257724365707","7172.023379646174","143",""
"1456","-3958.4276880307434","5655.636275798803","300","835"
"1457","-3842.233268724438","5270.65499580854","624",""
"1458","-3922.626876156967","7282.4185261867715","976","623"
"1459","-4583.825739742862","7612.940521286146","11","728"
"1460","-3764.409378911013","7108.472593579752","867",""
"1461","-3483.726309376247","6539.720903427784","184",""
"1462","-4124.780262092645","5743.086391053597","376","585"
"1463","-4130.202984857153","6891.30453948321","565",""
"1464","-3399.6239274729933","7315.793402301746","346","962"
"1465","-4437.382756875654","4895.949941161112","748","377"
"1466","-4395.678548619602","5061.710720749834","572",""
"1467","-4117.67459440478","7065.838655002575","545",""
"1468","-3868.7887302507797","5243.136529299663","624",""
"1469","-4130.202984857153","6891.30453948321","565","850"
"1470","-4574.579557760531","7091.464803636176","288","826"
"1471","-4411.7126526365555","4644.449348411632","362","42"
"1472","-4449.8840082154675","7416.02161258647","468","979"
"1473","-4226.071872137537","5496.583118168994","186","578"
"1474","-4225.765819325961","6654.484640435858","605",""
"1475","-3250.453564031748","7818.903748934763","733","522"
"1476","-4304.84496030652","5054.285923041136","235",""
"1477","-4471.613534604054","5032.934361558275","415",""
"1478","-4349.886551736498","7507.586472900703","616","964"
"1479","-3368.163022869141","7165.251937314562","859",""
"1480","-4511.231401030014","5065.876199195559","415",""
"1481","-4449.548264617071","5116.566482675666","883","736"
"1482","-4039.1732221562415","5294.618977445807","139",""
"1483","-4236.870047051758","5179.71407381679","79",""
"1484","-4576.104565512134","7136.203574822169","21","676"
"1485","-4449.548264617071","5150.9355218222845","883","742"
"1486","-4593.803238940883","4837.0293414946","638","337"
"1487","-3800.1266909618967","6429.993027987555","390","942"
"1488","-3939.503042039478","6573.4075152679825","501",""
"1489","-4193.842844934759","5815.668581309632","658","334"
"1490","-3875.1436726401644","7236.8015838257925","976","625"
"1491","-4214.50633453035","4936.711311982004","551",""
"1492","-4117.67459440478","7025.013439613104","545",""
"1493","-4167.108228026315","5289.4813671957","598",""
"1494","-3867.6898916994483","7113.806642306358","687",""
"1495","-3493.808117611702","6480.658960015822","184",""
"1496","-3307.201970027637","7807.902106279754","733","458"
"1497","-4242.735828860157","5081.3865615235845","667","513"
"1498","-4183.224687708681","5587.345109318997","186",""
"1499","-4602.758597842296","7604.489701961552","11","649"
"1500","-4175.242288185326","6545.9328594316685","57",""
"1501","-3867.6898916994483","7163.711898319493","687","861"
"1502","-4028.1451432319127","6563.13915343977","501","770"
"1503","-4579.0797589232825","7267.629836792702","911","100"
"1504","-4074.268183420264","5495.504746460996","896",""
"1505","-4516.502623981289","7428.746803754581","84","339"
"1506","-3554.4323779079987","6558.026736796865","89",""
"1507","-4227.336286275546","5278.339885944963","642",""
"1508","-4228.134177787675","7056.028133578915","724",""
"1509","-4133.06096860814","5249.200826571999","598",""
"1510","-4485.176712325218","7602.587584324485","848","745"
"1511","-3764.409378911013","7158.25513746027","867",""
"1512","-4179.4862462488745","6818.961926396172","666",""
"1513","-3286.069076202844","6620.496821973378","815","940"
"1513","-3286.069076202844","6620.496821973378","815","946"
"1514","-3473.6445011407923","6520.033588957131","184","990"
"1515","-3393.061110989168","7157.163565368814","859","954"
"1516","-3693.1713080094414","7143.903444636746","768",""
"1517","-4347.353246479461","7602.587584324485","848","297"
"1518","-3453.4808846698825","6441.284331074515","184",""
"1519","-4124.780262092645","5660.153645236451","376","586"
"1520","-3775.920688442221","7170.700773430399","867","908"
"1521","-3810.4546170358453","7158.25513746027","867",""
"1522","-3134.7739074608485","6298.465427429669","957",""
"1523","-3284.983953565058","7301.352692781479","818","888"
"1524","-3875.1436726401644","7282.4185261867715","976","627"
"1525","-4233.8201965357175","7248.6155609285015","127",""
"1526","-4347.353246479461","7624.273340801388","848",""
"1527","-4101.3436770590015","6461.50956241243","721",""
"1528","-3863.2728717609634","7248.205819416037","976","631"
"1529","-4475.244076269436","5133.751002248975","883",""
"1530","-4507.177101861951","7542.97976303824","378","812"
"1531","-4093.0097943044816","6481.1265029823135","721","534"
"1532","-3495.4257724365707","7153.177206928792","143",""
"1533","-4151.756519130573","6975.810493637413","785",""
"1534","-4584.368731486514","7155.9069636684535","21","677"
"1535","-4052.1545202476664","7015.389198655703","407",""
"1536","-4409.8721566364475","5045.171378572817","572",""
"1537","-4312.897380018021","7624.273340801388","848","747"
"1538","-4254.372090107446","5254.281655046432","642","1003"
"1539","-4106.504459734156","6975.810493637413","785",""
"1540","-3769.266951831868","6737.769624697127","948","870"
"1541","-4586.9431311742255","7246.7904683381175","911","680"
"1542","-4129.130489432364","6960.034345846996","785",""
"1543","-3922.626876156967","7236.8015838257925","976",""
"1544","-3323.451449057451","7389.069307982701","818","891"
"1545","-3267.9265412308396","6628.086768527013","815","941"
"1546","-4432.458431321647","4635.60733054454","362","531"
"1547","-4349.886551736498","7416.998596554109","616","895"
"1548","-3368.163022869141","7165.251937314562","859",""
"1549","-4344.452303596164","6594.347107643116","57","591"
"1550","-3433.3172681989727","6559.408217898438","184",""
"1551","-4174.165447974297","6654.484640435858","605",""
"1552","-4434.422104212888","7428.9951763507015","468",""
"1553","-4520.72445028796","4799.4732453708675","247","933"
"1554","-4256.478683484973","5801.734568216811","658","335"
"1555","-4576.104565512134","7136.203574822169","21","549"
"1556","-3119.5457590521937","6279.856637380921","957",""
"1557","-4434.874589912966","7542.97976303824","378","304"
"1558","-4167.108228026315","5249.200826571999","598","1005"
"1559","-3769.266951831868","6925.434575410439","948",""
"1560","-3387.1360810753495","7420.454434171537","402","778"
"1561","-4095.0099242924625","5237.604744039539","139","939"
"1562","-3538.2315355629644","7162.6002932874835","143",""
"1563","-4583.825739742862","7612.940521286146","11","264"
"1564","-3609.9478165908977","7352.163997449594","1040","671"
"1565","-4200.363561480223","5647.853103418999","186",""
"1566","-4586.097776446638","4815.025253428146","638","340"
"1567","-3765.991924163507","7453.379751992392","38",""
"1568","-4083.8425838652183","5249.007590720792","139",""
"1569","-3578.519490320632","7317.286291979784","1040","758"
"1570","-3467.256865457481","6635.6901286041675","705",""
"1571","-3600.0497441287544","6514.242848380338","89",""
"1572","-4313.918749611201","4838.595589589593","897",""
"1573","-4405.993716340956","4838.595589589593","897","665"
"1574","-4481.2224437813875","4834.3030347512395","247","795"
"1575","-4014.983183275004","7422.81158954829","182",""
"1576","-4160.0972345178025","5474.575939215436","896","921"
"1577","-3286.069076202844","6620.496821973378","815",""
"1578","-4500.939887921801","5116.566482675666","883","743"
"1579","-3554.4323779079987","6514.242848380338","89","994"
"1580","-3285.5428727400104","7237.620539414684","92",""
"1581","-4588.300400643255","4984.4571367891385","95","525"
"1582","-4580.138686257654","7008.662374002434","316","11"
"1583","-4331.460329246782","5005.224481340949","551","898"
"1584","-3802.489894851786","7234.768026941383","963",""
"1585","-3268.8986156548335","7641.3645045801995","513","709"
"1586","-3313.834575184353","7410.998461783006","818","364"
"1587","-3319.0105229119213","7516.249751634658","562","804"
"1588","-4201.0204402863965","4891.392283841669","668","341"
"1589","-4449.548264617071","5116.566482675666","883","278"
"1590","-4087.2398773602035","6583.675877096195","501",""
"1591","-4503.988170041366","4735.108702736576","994","101"
"1592","-3693.4926311667396","6958.416817249572","778",""
"1593","-4481.2224437813875","4799.4732453708675","247","935"
"1594","-4190.75685007565","6788.32588264351","666",""
"1595","-4115.025055963963","6796.8447193486645","1005",""
"1596","-3787.2835058194933","7444.296955675183","38","784"
"1597","-4360.129321835155","7227.9622308273465","528","507"
"1598","-3119.5457590521937","6317.074217478417","957",""
"1599","-3324.5781138055304","7755.314857560063","226","53"
"1600","-3318.2481685138528","7641.3645045801995","513","710"
"1601","-3393.8037222508806","6456.850123549659","283",""
"1602","-3922.626876156967","7282.4185261867715","976","632"
"1603","-4113.378496345067","5722.353204599311","376",""
"1604","-3491.2177486930696","7315.793402301746","346",""
"1605","-4491.422467817034","5049.405280376917","415",""
"1606","-3765.991924163507","7453.379751992392","38","788"
"1607","-4349.886551736498","7552.880411073998","616","368"
"1608","-4124.442934465811","7422.81158954829","182","413"
"1609","-4214.50633453035","5005.224481340949","551","974"
"1610","-4130.202984857153","6891.30453948321","565",""
"1611","-4395.678548619602","5061.710720749834","572",""
"1612","-4115.283920203475","7302.650118466236","99","995"
"1613","-3373.332985264014","6448.96019624757","283",""
"1614","-4579.0797589232825","7267.629836792702","911",""
"1615","-3285.5428727400104","7213.180296940709","92",""
"1616","-4588.788594815711","7076.2404077290485","288","840"
"1617","-4300.938975440952","7416.998596554109","616","369"
"1618","-4613.959919638699","5136.6586014369295","120","270"
"1619","-4449.8840082154675","7416.02161258647","468",""
"1620","-3969.0504091036228","6563.13915343977","501","1007"
"1621","-4434.874589912966","7503.549114210993","378","306"
"1622","-3800.1266909618967","6461.1743804788","390",""
"1623","-4161.3549714993205","7351.021406601507","99","536"
"1624","-4214.50633453035","4970.967896661477","551",""
"1625","-4584.344494183642","7365.069828118356","465","662"
"1626","-4471.613534604054","5032.934361558275","415",""
"1627","-4136.182027840223","5680.886831690737","376","592"
"1628","-3909.955674975333","6563.13915343977","501",""
"1629","-4593.207025131936","7397.716604327183","465","732"
"1630","-4525.252729849197","7503.549114210993","378",""
"1631","-4243.5046303855","7229.10887560154","127","561"
"1632","-4584.368731486514","7155.9069636684535","21","552"
"1633","-4227.336286275546","5302.398116843493","642","1006"
"1634","-4411.7126526365555","4644.449348411632","362","772"
"1635","-3483.726309376247","6460.971645545169","184",""
"1636","-3764.409378911013","7108.472593579752","867",""
"1637","-3313.834575184353","7323.2818465817845","818","366"
"1638","-4113.378496345067","5680.886831690737","376","593"
"1639","-4337.9358436349885","6649.646648801221","310",""
"1640","-4593.207025131936","7463.010156744836","465","733"
"1641","-3323.451449057451","7432.927615583311","818","367"
"1642","-3611.454085683943","6525.18882048447","89",""
"1643","-4381.8091129409","7602.587584324485","848","300"
"1644","-4575.481963235348","7332.423051909529","465","265"
"1645","-4322.6246669923985","5063.426279452253","235","763"
"1646","-4219.629175266111","7035.285723644132","724",""
"1647","-3354.767865586313","6620.549809971593","705",""
"1648","-3867.255165438025","7456.140323413725","535",""
"1649","-4131.207006384545","5829.602594402453","658",""
"1650","-4602.758597842296","7604.489701961552","11",""
"1651","-4578.55748909241","5015.54430776749","95",""
"1652","-4511.231401030014","5065.876199195559","415","511"
"1653","-3653.2809292718393","6929.141188126925","778",""
"1654","-4277.095873375803","6649.646648801221","310",""
"1655","-4168.215642422099","6788.32588264351","666",""
"1656","-4499.6850131470455","7081.817931911028","737","801"
"1657","-3393.061110989168","7157.163565368814","859","343"
"1658","-3815.677807198096","5298.173462317416","624",""
"1659","-4431.323604919651","4695.8403940366825","994","584"
"1660","-4292.475664341306","5005.224481340949","551","899"
"1661","-4048.4366726678795","5179.71407381679","79","967"
"1662","-4124.47996625509","6772.24476774538","1005",""
"1663","-4183.224687708681","5647.853103418999","186",""
"1664","-4575.481963235348","7528.30370916249","465","268"
"1665","-4304.84496030652","5054.285923041136","235",""
"1666","-3193.7051580358593","7829.905391589771","733","841"
"1667","-3266.5793492043804","7755.314857560063","226","532"
"1668","-4307.515858505396","6659.270436138345","310",""
"1669","-3842.081144512526","7032.056092889358","568",""
"1670","-4574.579557760531","7091.464803636176","288","844"
"1671","-4434.422104212888","7428.9951763507015","468",""
"1672","-4228.134177787675","7056.028133578915","724","869"
"1673","-3673.3867802192894","6943.7790026882485","778",""
"1674","-4593.803238940883","4837.0293414946","638","879"
"1675","-4584.719945687293","4739.946539702664","913","724"
"1676","-3514.1162039980886","7296.715028196336","346",""
"1677","-4161.3549714993205","7302.650118466236","99","542"
"1678","-4130.202984857153","6891.30453948321","565",""
"1679","-4593.207025131936","7528.30370916249","465","664"
"1680","-3986.4769690327475","7015.389198655703","407",""
"1681","-4409.8721566364475","5045.171378572817","572",""
"1682","-4322.6246669923985","5063.426279452253","235","766"
"1683","-3832.6372492870696","7372.999529353406","970",""
"1684","-3703.2483321320997","7026.105302978248","768",""
"1685","-4416.7989619257205","7503.549114210993","378","814"
"1686","-3769.266951831868","6831.602100053783","948","866"
"1687","-3764.409378911013","7158.25513746027","867","910"
"1688","-3775.920688442221","7170.700773430399","867","917"
"1689","-4039.1732221562415","5249.007590720792","139",""
"1690","-3318.2481685138528","7599.189716477424","513","123"
"1691","-4586.097776446638","4815.025253428146","638","344"
"1692","-4133.06096860814","5289.4813671957","598","547"
"1693","-3762.4923320077446","7234.768026941383","963",""
"1694","-3821.5251684243713","6445.583704233178","390",""
"1695","-4593.803238940883","4837.0293414946","638",""
"1696","-4201.0204402863965","4891.392283841669","668","347"
"1697","-3134.7739074608485","6298.465427429669","957",""
"1698","-4338.252772636635","7217.675876721237","528",""
"1699","-4584.719945687293","4697.617539507538","913",""
"1700","-4616.8276422669405","4697.617539507538","913","616"
"1701","-4243.5046303855","7307.135616909387","127",""
"1702","-3868.7887302507797","5408.24732835292","624","874"
"1703","-4136.182027840223","5639.420458782164","376","594"
"1704","-4568.814577541565","5046.631478745841","95",""
"1705","-4395.678548619602","5061.710720749834","572",""
"1706","-3284.983953565058","7301.352692781479","818","959"
"1707","-3323.451449057451","7389.069307982701","818",""
"1708","-3119.5457590521937","6279.856637380921","957",""
"1709","-3907.2063792258537","7176.188212322777","687",""
"1710","-4151.756519130573","6975.810493637413","785","893"
"1711","-3225.8933312424388","6396.09664632048","178","951"
"1712","-3368.163022869141","7165.251937314562","859","351"
"1713","-4126.8016830274355","7363.114228635324","99","996"
"1714","-3998.5977761677677","6552.870791611558","501","775"
"1715","-4120.2260407589465","7165.112134498323","321",""
"1716","-4571.994688820043","5103.992269992135","120",""
"1717","-3762.4923320077446","7281.266886020678","963",""
"1718","-4106.504459734156","6975.810493637413","785","894"
"1719","-3581.037298689358","7172.023379646174","143",""
"1720","-4190.75685007565","6849.597970148834","666",""
"1721","-4167.108228026315","5289.4813671957","598",""
"1722","-4586.9431311742255","7246.7904683381175","911","683"
"1723","-4258.580996603396","5064.105567084209","667","520"
"1724","-4588.300400643255","4984.4571367891385","95","981"
"1725","-3393.061110989168","7157.163565368814","859","354"
"1726","-3393.8037222508806","6456.850123549659","283",""
"1727","-4312.897380018021","7602.587584324485","848","783"
"1728","-4048.4366726678795","5138.114799655654","79",""
"1729","-4097.077996668109","7409.520667070145","182","414"
"1730","-4334.244917025952","7164.441147048659","613",""
"1731","-3330.5855567286076","7588.646019451729","513","881"
"1732","-4151.807872263513","7409.520667070145","182","415"
"1733","-4584.719945687293","4739.946539702664","913","124"
"1","1077.6979444315298","648.4427163702453","340","158"
"2","-185.9292838076562","1520.3270983045118","752","97"
"3","2123.0141855392585","5126.753457243003","639",""
"4","2103.6301776944765","4266.932930123476","397",""
"5","7.0589743819342985","79.96163671849988","628","251"
"6","2250.85490611142","5251.3368306902885","533",""
"7","486.8811262316384","2251.1260599901484","61",""
"8","1233.4547558395932","1768.6111384755895","360",""
"9","1274.2715913565519","1163.5051209752276","251","212"
"10","-1697.0303105735857","1239.0301787057274","512",""
"11","-341.9635948004018","1222.5966329871515","922",""
"12","359.2567913319125","4138.105315267985","481","176"
"13","733.3292645996678","2093.8026404265943","760","993"
"14","2119.566426939381","5333.491746286379","646","152"
"15","605.0252121382855","3081.898073815166","471",""
"16","2211.1188040814286","5227.989103585554","533","57"
"17","2123.9062678259706","5021.749305819725","496","63"
"18","-733.4490637682554","1291.7750705612282","13","934"
"19","2231.8918158524557","4564.949488328515","200","914"
"20","1294.8797998333248","4462.162809061927","33","139"
"21","2418.913601700183","4154.232521120825","94",""
"22","-1396.3194484189332","2171.962600676111","809","61"
"23","-517.6567145846232","1675.8122265571778","212","781"
"24","607.6839706255785","2383.4941895708853","732",""
"25","1784.5159809592985","3423.2709297455353","988","30"
"26","-1664.7143233539068","2058.9072198973454","826","112"
