"Location_Y_Step250","Location_X_Step250","Location","Hour","average_ParticipantsAtLocation","average_UpdateCount_AtHome","average_UpdateCount_AtRecreation","average_UpdateCount_AtRestaurant","average_UpdateCount_Transport","average_TotalUpdates"
"3750","-1500","-1500,3750","01","12.666666666666668","132","1.25","0","1.6666666666666665","134.91666666666666"
"3750","-250","-250,3750","01","2.5","24","1.0833333333333333","0","0.16666666666666669","25.25"
"6750","-3250","-3250,6750","01","2.5","29.000000000000004","0","0.08333333333333333","0.08333333333333333","29.166666666666668"
"3500","-500","-500,3500","01","2","12","1.9166666666666665","0","1","14.916666666666666"
"5250","-4000","-4000,5250","01","2.1666666666666665","22.083333333333336","0","0","0.33333333333333337","22.416666666666668"
"4000","2000","2000,4000","01","1.1666666666666667","12","0","0","0.16666666666666669","12.166666666666666"
"6000","-3500","-3500,6000","01","3.0000000000000004","35.166666666666664","0","0","0","35.166666666666664"
"1000","-1500","-1500,1000","01","6","71","0","0","0","71"
"4750","250","250,4750","01","3.166666666666667","24","0","0","1.4166666666666667","25.416666666666668"
"5000","2250","2250,5000","01","3.7499999999999996","42.333333333333336","0","0","0.16666666666666666","42.5"
"4750","500","500,4750","01","1.25","12","0","0","0.24999999999999997","12.249999999999998"
"1750","-1750","-1750,1750","01","6.666666666666667","44.5","0","0","3.4166666666666665","47.916666666666664"
"250","750","750,250","01","2","24","0","0","0","24"
"2000","-1500","-1500,2000","01","8.333333333333336","81.83333333333334","0","0","1.0833333333333335","82.91666666666666"
"4000","2500","2500,4000","01","2","18.083333333333332","0","0","0","18.083333333333332"
"5250","2250","2250,5250","01","3.166666666666667","36","0","0","0.16666666666666669","36.16666666666667"
"2750","-1750","-1750,2750","01","2.5833333333333335","12","0","0","1.583333333333333","13.583333333333334"
"2500","-1750","-1750,2500","01","1","12","0","0","0","12"
"4750","-2250","-2250,4750","21","3.909090909090909","6.090909090909092","0","0","3.727272727272727","9.818181818181817"
"6000","-750","-750,6000","21","5.818181818181818","43.27272727272727","0","0","2.2727272727272725","45.54545454545454"
"6000","-2250","-2250,6000","21","1.3333333333333333","12","0","0","0","12"
"4750","-4250","-4250,4750","21","1","12","0","0","0","12"
"6250","-3250","-3250,6250","21","23.272727272727273","7.909090909090908","0","0","23.727272727272727","31.63636363636364"
"5750","-1000","-1000,5750","21","35.72727272727273","0","0","0","36.81818181818181","36.81818181818181"
"2500","1000","1000,2500","21","1.4545454545454546","14.454545454545455","0","0","0.1818181818181818","14.636363636363635"
"7500","-3500","-3500,7500","21","1","7.6","0","0","0.4","8"
"1000","250","250,1000","21","1.4","11.2","0","0","0.5","11.7"
"3500","1500","1500,3500","21","2.6363636363636362","19.18181818181818","0","0","1.0909090909090908","20.272727272727273"
"2500","500","500,2500","21","1.6","9.1","0","0","0.8999999999999999","10"
"1500","-1000","-1000,1500","21","15.272727272727273","12.181818181818182","0","0","15.636363636363638","27.818181818181824"
"3250","750","750,3250","21","14.818181818181817","4.636363636363637","0","0","14.636363636363638","19.272727272727273"
"7000","-4250","-4250,7000","21","9.636363636363635","14.545454545454545","0","0","9.727272727272727","24.272727272727277"
"750","250","250,750","21","1.7272727272727273","11.818181818181817","0","0","0.6363636363636364","12.454545454545455"
"3000","500","500,3000","21","1","8.333333333333332","0","0","0.33333333333333337","8.666666666666666"
"6750","-3750","-3750,6750","21","10.454545454545455","8.545454545454545","0","0","11.09090909090909","19.636363636363637"
"5000","-4500","-4500,5000","01","11.416666666666666","126.74999999999999","0","0","0.8333333333333333","127.58333333333331"
"3250","1750","1750,3250","18","2.1000000000000005","9.1","0","0","1.4","10.5"
"4750","1250","1250,4750","18","5.7272727272727275","39.18181818181818","0","0","1.9090909090909092","41.090909090909086"
"4000","1000","1000,4000","18","43.81818181818182","0","256.6363636363636","0","26.727272727272727","283.3636363636364"
"4000","1500","1500,4000","18","15.909090909090908","35.54545454545454","0","16.18181818181818","13.636363636363635","65.36363636363637"
"4250","1750","1750,4250","18","28.545454545454547","0","241.9090909090909","0","12.181818181818182","254.0909090909091"
"3500","1250","1250,3500","18","10.636363636363637","39.81818181818182","0","0","6.090909090909091","45.90909090909091"
"1750","500","500,1750","18","32.72727272727273","52.27272727272727","0","3.818181818181818","36.81818181818181","92.9090909090909"
"4500","1250","1250,4500","18","11.545454545454545","7.727272727272728","0","0","11.90909090909091","19.636363636363637"
"1250","250","250,1250","18","5.300000000000001","8.1","0","0","4.8999999999999995","13"
"6750","-2750","-2750,6750","18","10.09090909090909","46","0","0","11.727272727272725","57.72727272727273"
"5000","-250","-250,5000","18","80.0909090909091","0","462.1818181818182","0","52.090909090909086","514.2727272727273"
"1750","-750","-750,1750","18","3.3636363636363638","33.63636363636364","0","0","0.1818181818181818","33.81818181818182"
"7000","-4000","-4000,7000","21","1.5555555555555556","11.777777777777779","0","0","0.5555555555555556","12.333333333333336"
"6750","-3250","-3250,6750","21","6.090909090909091","21.636363636363637","0","9.727272727272728","3.3636363636363633","34.72727272727273"
"1500","-1250","-1250,1500","21","10.90909090909091","0","0","0","13.545454545454545","13.545454545454545"
"4500","-500","-500,4500","21","7.818181818181818","0","0","0","7.818181818181818","7.818181818181818"
"6000","-3500","-3500,6000","21","2.5454545454545454","26.454545454545457","0","0","0.36363636363636365","26.81818181818182"
"250","750","750,250","21","1.4545454545454546","15.818181818181818","0","0","0","15.818181818181818"
"5250","-4000","-4000,5250","21","1.625","4.75","0","0","1.625","6.375"
"3750","500","500,3750","18","23","6.000000000000001","0","0","23.090909090909093","29.09090909090909"
"1000","750","750,1000","18","22.272727272727273","0","134.99999999999997","0","20.09090909090909","155.0909090909091"
"5000","1500","1500,5000","18","2.6363636363636362","22.72727272727273","0","0","0.45454545454545453","23.181818181818183"
"3250","1500","1500,3250","18","5.727272727272727","35.545454545454554","0","0","3.6363636363636367","39.18181818181818"
"4000","750","750,4000","18","29.818181818181817","0","0","0","30","30"
"3500","500","500,3500","18","29.09090909090909","26.90909090909091","0","0","26.818181818181817","53.72727272727273"
"2500","-1250","-1250,2500","05","10","119.5","0","0","0.25","119.74999999999999"
"3500","-1750","-1750,3500","05","5","60","0","0","0","60"
"5500","-4250","-4250,5500","21","2.4000000000000004","10.799999999999999","0","0","1.5","12.299999999999999"
"4000","-1750","-1750,4000","05","3.6666666666666665","36","0","0","0.6666666666666667","36.666666666666664"
"7250","-4250","-4250,7250","01","7.25","80.24999999999999","0","0","0.5","80.75"
"1500","1250","1250,1500","01","3","36","0","0","0","36"
"2750","-1250","-1250,2750","05","9.416666666666666","72","0","0","3.416666666666667","75.41666666666666"
"2750","-2000","-2000,2750","01","7.916666666666667","70","0","0","2.083333333333333","72.08333333333331"
"6750","-4250","-4250,6750","01","3.1","24","0","0","0.9","24.900000000000002"
"5250","2250","2250,5250","21","4.2727272727272725","4.454545454545455","0","0","4.636363636363636","9.090909090909092"
"6500","-3500","-3500,6500","01","3.583333333333333","35.416666666666664","0","0","0.8333333333333333","36.25"
"2500","-1750","-1750,2500","21","1","12","0","0","0","12"
"4500","1500","1500,4500","18","6.909090909090909","0","0","0","7.090909090909092","7.090909090909092"
"2250","750","750,2250","21","23.636363636363637","0","0","0","24.272727272727273","24.272727272727273"
"6500","-3500","-3500,6500","21","10.545454545454545","17.545454545454547","0","0","9.727272727272727","27.27272727272727"
"500","1000","1000,500","21","1.7272727272727275","11.454545454545455","0","0","0.8181818181818182","12.272727272727272"
"2000","750","750,2000","21","2.5454545454545454","2.4545454545454546","0","0.09090909090909093","2.5454545454545454","5.090909090909091"
"7250","-4000","-4000,7250","21","3.7272727272727266","26.363636363636363","0","1.8181818181818181","0.9090909090909091","29.09090909090909"
"3250","-2500","-2500,3250","21","2.1","19.3","0","0","0.6","19.9"
"7500","-4500","-4500,7500","05","19.083333333333336","208.58333333333337","0","0","2.25","210.83333333333334"
"3750","-1250","-1250,3750","05","2.2500000000000004","24","0","0","0.24999999999999997","24.249999999999996"
"5250","-4500","-4500,5250","05","6","72","0","0","0","72"
"2500","-2250","-2250,2500","05","10.25","119.58333333333334","0","0","1","120.58333333333334"
"4750","-1500","-1500,4750","05","5.833333333333334","70","0","0","0","70"
"3500","-2000","-2000,3500","05","5.5","17.000000000000004","0","0.25","4","21.250000000000004"
"3000","-2250","-2250,3000","05","3","36","0","0","0","36"
"5750","-2000","-2000,5750","05","6.5","58.00000000000001","0","0","1.6666666666666665","59.66666666666667"
"4750","-750","-750,4750","05","1","12","0","0","0","12"
"6500","-2500","-2500,6500","05","8","95.83333333333333","0","0","0.08333333333333333","95.91666666666666"
"5000","-750","-750,5000","05","1","12","0","0","0","12"
"5000","-500","-500,5000","05","3.75","45","0","0","0","45"
"4750","-500","-500,4750","05","5","60","0","0","0","60"
"4500","-2500","-2500,4500","05","6","71.83333333333331","0","0","0.16666666666666666","72"
"7500","-4250","-4250,7500","05","11.5","120","0","0","1.5000000000000002","121.5"
"2750","-2250","-2250,2750","05","7.750000000000001","93","0","0","0","93"
"4500","-2250","-2250,4500","05","3","36","0","0","0","36"
"4000","-250","-250,4000","18","61","0","320.2727272727273","0","41.909090909090914","362.1818181818182"
"1500","-750","-750,1500","18","16.545454545454543","2.0909090909090913","0","0","18.636363636363637","20.727272727272727"
"3500","-1000","-1000,3500","01","4","48","0","0","0","48"
"1500","500","500,1500","18","6.727272727272727","27","0","3","2.9090909090909087","32.90909090909091"
"500","1000","1000,500","01","1","12","0","0","0","12"
"1750","0","0,1750","18","16.272727272727277","0","0","0","17.272727272727273","17.272727272727273"
"2000","750","750,2000","01","1.2727272727272725","7.7272727272727275","0","0","0.45454545454545453","8.18181818181818"
"4500","500","500,4500","18","56.909090909090914","27.727272727272727","0","0","55.36363636363637","83.0909090909091"
"7250","-4000","-4000,7250","01","4.416666666666666","52.583333333333336","0","0","0","52.583333333333336"
"3750","-250","-250,3750","18","40.99999999999999","21.90909090909091","230.90909090909088","0","13.272727272727273","266.0909090909091"
"5250","-4250","-4250,5250","01","6","70.75","0","0","0","70.75"
"3750","-1500","-1500,3750","18","72.54545454545455","47.27272727272727","316.8181818181818","17.727272727272727","54.72727272727273","436.5454545454545"
"4250","2000","2000,4250","18","1.7777777777777777","4.555555555555555","0","0","1.4444444444444444","6"
"5750","-3750","-3750,5750","05","2.166666666666667","24","0","0","0.16666666666666666","24.166666666666664"
"4750","2250","2250,4750","18","7.363636363636363","8.727272727272728","0","0","7.636363636363636","17.454545454545457"
"2500","-2000","-2000,2500","21","1","12","0","0","0","12"
"3250","500","500,3250","18","1","5.833333333333333","0","0","0.33333333333333337","6.166666666666667"
"3250","1250","1250,3250","18","3.181818181818182","24.72727272727273","0","0","1.1818181818181819","25.909090909090907"
"2750","750","750,2750","18","26.272727272727273","0","0","0","26.363636363636363","26.363636363636363"
"1500","-1750","-1750,1500","21","1.7777777777777777","0","0","0","1.7777777777777777","1.7777777777777777"
"2500","-1250","-1250,2500","18","5.636363636363636","38.63636363636364","0","0","2.181818181818182","40.81818181818181"
"1500","750","750,1500","21","6.363636363636363","2.3636363636363638","0","0","6.181818181818182","8.545454545454545"
"3500","-500","-500,3500","18","48.81818181818182","10.909090909090908","367.3636363636364","0","16.636363636363633","394.90909090909093"
"1500","-1500","-1500,1500","21","5.909090909090909","0","0","0","6.7272727272727275","6.7272727272727275"
"5750","-2000","-2000,5750","18","36.90909090909091","29.272727272727273","0","0","35.090909090909086","64.36363636363636"
"2500","750","750,2500","21","26.090909090909086","0","0","0","27.272727272727273","27.272727272727273"
"3500","-1750","-1750,3500","18","5.818181818181818","26.454545454545453","0","0","3.9090909090909087","30.363636363636363"
"4250","-1000","-1000,4250","21","8.272727272727273","0","0","0","8.727272727272727","8.727272727272727"
"3750","-1000","-1000,3750","18","34.09090909090909","9","0","0","37.45454545454546","46.45454545454546"
"5000","2000","2000,5000","01","4","45.08333333333333","0","0","0","45.08333333333333"
"6000","-1750","-1750,6000","18","4.181818181818182","29.545454545454543","0","0","1.909090909090909","31.454545454545457"
"2750","-2250","-2250,2750","01","7.750000000000001","90.83333333333334","0","0","0.5","91.33333333333334"
"3250","-1250","-1250,3250","18","7.090909090909092","42.45454545454545","0","0","4.363636363636363","46.81818181818182"
"3250","-2500","-2500,3250","01","2.3333333333333335","28","0","0","0","28"
"2750","-1250","-1250,2750","18","11.90909090909091","25.545454545454547","0","0","13.363636363636363","38.90909090909091"
"5000","-2250","-2250,5000","01","9","104.66666666666666","0","0","0.5","105.16666666666667"
"7500","-4500","-4500,7500","18","16.81818181818182","70.72727272727272","0","0","13.181818181818182","83.90909090909093"
"2500","-2000","-2000,2500","01","1","12","0","0","0","12"
"7250","-4500","-4500,7250","18","8.09090909090909","55.09090909090909","0","0","3.818181818181818","58.909090909090914"
"6750","-2750","-2750,6750","01","9.333333333333332","105.5","0","0","0.8333333333333333","106.33333333333334"
"5500","-1500","-1500,5500","01","5.416666666666666","64.91666666666667","0","0","0","64.91666666666667"
"6000","-3000","-3000,6000","05","11.333333333333332","96","0","0","3.333333333333333","99.33333333333333"
"2000","-1250","-1250,2000","01","3.916666666666667","45.583333333333336","0","0","0","45.583333333333336"
"4750","-3750","-3750,4750","05","5","60","0","0","0","60"
"3250","1750","1750,3250","01","5","59.50000000000001","0","0","0","59.50000000000001"
"5750","-2500","-2500,5750","05","3.25","21","0","0","1.5000000000000002","22.500000000000004"
"2250","500","500,2250","01","3","36","0","0","0","36"
"5750","-3500","-3500,5750","05","5.083333333333333","60","0","0","0.08333333333333333","60.083333333333336"
"6250","-500","-500,6250","01","7","84","0","0","0","84"
"5750","-1750","-1750,5750","05","8.583333333333334","101","0","0","0.16666666666666666","101.16666666666667"
"3500","500","500,3500","01","8.416666666666666","59.66666666666667","0","0","3.416666666666667","63.08333333333333"
"2750","-2500","-2500,2750","05","1","12","0","0","0","12"
"4000","1500","1500,4000","01","7.25","83.58333333333333","0","0","0.33333333333333337","83.91666666666666"
"5500","-3250","-3250,5500","05","2.416666666666667","28.833333333333336","0","0","0.16666666666666669","29.000000000000004"
"3500","1750","1750,3500","01","3.916666666666667","44.25","0","0","0","44.25"
"3750","750","750,3750","01","1.4166666666666665","12","0","0","0.41666666666666663","12.416666666666666"
"1750","0","0,1750","21","16.545454545454543","0","0","0","17.90909090909091","17.90909090909091"
"4000","250","250,4000","21","3.4545454545454546","1.3636363636363638","0","0","3.181818181818182","4.545454545454545"
"4500","-2000","-2000,4500","05","6","72","0","0","0","72"
"3750","-1750","-1750,3750","05","9.25","96","0.5833333333333334","0","1.166666666666667","97.75"
"4000","-750","-750,4000","18","10.454545454545455","0","0","0","10.636363636363638","10.636363636363638"
"5750","-4250","-4250,5750","05","5.75","69","0","0","0","69"
"5250","-4500","-4500,5250","18","3.909090909090909","31.81818181818182","0","0","0.4545454545454546","32.27272727272727"
"3500","-1000","-1000,3500","05","4","48","0","0","0","48"
"2500","-2250","-2250,2500","18","8.090909090909092","60.18181818181818","0","0","3.3636363636363638","63.54545454545455"
"5000","-4250","-4250,5000","05","14.333333333333332","163","0","0","0.75","163.75"
"4000","-1500","-1500,4000","18","38.45454545454546","0","222.27272727272728","12.636363636363638","20.90909090909091","255.8181818181818"
"7250","-3500","-3500,7250","05","10.25","113.5","0","0","1.5833333333333333","115.08333333333334"
"3500","-2000","-2000,3500","18","28.636363636363637","7.636363636363637","0","2.6363636363636362","28.90909090909091","39.18181818181819"
"7250","-3250","-3250,7250","05","6.833333333333334","76","0","1.2499999999999998","0.5833333333333334","77.83333333333334"
"3750","-1750","-1750,3750","18","55.81818181818181","40.18181818181819","175.36363636363635","25.090909090909093","38.18181818181818","278.8181818181818"
"3750","-1500","-1500,3750","05","11.333333333333334","132","0.08333333333333334","0","0.24999999999999997","132.33333333333337"
"6500","-3250","-3250,6500","18","53.72727272727273","21","312.72727272727275","0","37.63636363636363","371.3636363636363"
"3250","-2500","-2500,3250","05","2.3333333333333335","27.66666666666667","0","0","0.16666666666666666","27.833333333333336"
"4750","-750","-750,4750","18","10.363636363636365","3.8181818181818183","0","0","10.090909090909092","13.909090909090907"
"7500","-4000","-4000,7500","05","3.666666666666667","42.333333333333336","0","0","0.49999999999999994","42.833333333333336"
"5000","-3750","-3750,5000","18","6.454545454545455","0","0","0","8.090909090909092","8.090909090909092"
"5000","-2250","-2250,5000","05","9","108","0","0","0","108"
"6500","-2500","-2500,6500","18","8.181818181818182","53.18181818181819","0","0","3.181818181818182","56.36363636363636"
"2750","-2000","-2000,2750","05","12.166666666666666","67.58333333333331","0","0","7.333333333333333","74.91666666666666"
"5000","-750","-750,5000","18","20.181818181818183","4.454545454545454","0","0","20.272727272727273","24.727272727272727"
"4750","-2000","-2000,4750","05","3","36","0","0","0","36"
"5000","-500","-500,5000","18","2.5","16.3","0","0","0.8","17.1"
"3250","-2250","-2250,3250","05","1","12","0","0","0","12"
"6000","-500","-500,6000","18","10","54","0","0","6.636363636363636","60.63636363636364"
"5000","-4500","-4500,5000","05","11.583333333333334","128","0","0","0.9166666666666666","128.91666666666666"
"2500","-2500","-2500,2500","18","5.727272727272727","43.63636363636364","0","0","2.090909090909091","45.72727272727272"
"4500","1750","1750,4500","01","3.1666666666666665","24","0","0","1.1666666666666667","25.166666666666668"
"5250","-3250","-3250,5250","05","3","36","0","0","0","36"
"5000","-3750","-3750,5000","21","4.818181818181818","0","0","0","5.909090909090909","5.909090909090909"
"4750","-2500","-2500,4750","05","1","12","0","0","0","12"
"3250","-2250","-2250,3250","21","3.272727272727273","2.4545454545454546","0","0","4","6.454545454545454"
"4500","-750","-750,4500","05","1.0833333333333333","12","0","0.08333333333333334","0","12.083333333333334"
"4500","-1750","-1750,4500","21","4.636363636363637","0","0","0","5","5"
"4000","-1250","-1250,4000","05","3","36","0","0","0","36"
"2750","-1750","-1750,2750","21","11.272727272727273","11","0","0","13","23.999999999999996"
"3500","-1500","-1500,3500","05","1","12","0","0","0","12"
"5250","-3250","-3250,5250","21","1.2727272727272725","14.090909090909092","0","0","0.0909090909090909","14.18181818181818"
"6500","-750","-750,6500","05","1","12","0","0","0","12"
"5250","-2000","-2000,5250","21","1","0","0","0","1.3333333333333333","1.3333333333333333"
"4500","-1000","-1000,4500","05","1","12","0","0","0","12"
"4750","-250","-250,4750","21","7.636363636363636","0","0","0","7.909090909090909","7.909090909090909"
"5000","-2000","-2000,5000","05","1","12","0","0","0","12"
"6000","-3750","-3750,6000","21","13.818181818181817","0","0","0","14.636363636363637","14.636363636363637"
"5000","-1500","-1500,5000","05","2","24","0","0","0","24"
"4000","500","500,4000","21","9.181818181818182","0","0","0","9.363636363636363","9.363636363636363"
"7000","-2500","-2500,7000","05","1","12","0","0","0","12"
"4500","-1250","-1250,4500","05","2.416666666666667","29.000000000000004","0","0","0","29.000000000000004"
"5500","-750","-750,5500","05","4.25","48","0","0","0.25","48.25000000000001"
"6000","-1250","-1250,6000","05","2","24","0","0","0","24"
"7000","-2750","-2750,7000","05","1","12","0","0","0","12"
"7250","-4250","-4250,7250","05","8.083333333333334","81.91666666666667","0","1.4166666666666665","2.3333333333333335","85.66666666666667"
"3750","-1000","-1000,3750","05","2.3333333333333335","27","0","0","0.08333333333333333","27.083333333333332"
"4500","-4500","-4500,4500","05","1","12","0","0","0","12"
"6500","-4000","-4000,6500","05","7.75","64.75","0","0","2.9999999999999996","67.75"
"6250","-1500","-1500,6250","05","1","12","0","0","0","12"
"5250","-4250","-4250,5250","05","6","72","0","0","0","72"
"6000","-3500","-3500,6000","05","3.166666666666667","36.5","0","0","0.16666666666666669","36.66666666666667"
"5750","-500","-500,5750","05","7","84","0","0","0","84"
"3750","-2000","-2000,3750","05","3.833333333333333","27","0","0","1.5833333333333335","28.583333333333336"
"5500","-4250","-4250,5500","05","4.333333333333333","52","0","0","0","52"
"5750","-4000","-4000,5750","05","5","60","0","0","0","60"
"6500","-4250","-4250,6500","05","1.4166666666666665","17.000000000000004","0","0","0","17.000000000000004"
"6500","-2750","-2750,6500","05","3.166666666666667","36","0","0","0.16666666666666666","36.16666666666667"
"4750","0","0,4750","05","1","12","0","0","0","12"
"7250","-4000","-4000,7250","05","4.833333333333334","48.49999999999999","0","0.6666666666666666","1.1666666666666665","50.33333333333333"
"4000","-500","-500,4000","05","1.9166666666666665","12","0","0","0.9166666666666666","12.916666666666666"
"7250","-3750","-3750,7250","05","8.166666666666666","95.66666666666666","0","0","0.16666666666666666","95.83333333333333"
"4500","-250","-250,4500","05","1","12","0","0","0","12"
"500","0","0,500","05","2","24","0","0","0","24"
"6250","-3250","-3250,6250","05","4.75","17.000000000000004","0","0","3.333333333333333","20.750000000000004"
"4750","-2250","-2250,4750","05","2","24","0","0","0","24"
"4750","250","250,4750","05","2","24","0","0","0","24"
"1000","-1750","-1750,1000","05","1","12","0","0","0","12"
"3750","0","0,3750","05","1.4166666666666665","17.000000000000004","0","0","0","17.000000000000004"
"6500","-500","-500,6500","05","1.2499999999999998","14.999999999999998","0","0","0","14.999999999999998"
"3000","-2000","-2000,3000","05","5.583333333333333","16","0","0","4.5","20.5"
"5250","-750","-750,5250","05","3.3333333333333335","40","0","0","0","40"
"6500","-3000","-3000,6500","05","2.25","24","0","0","0.24999999999999997","24.250000000000004"
"4750","-3500","-3500,4750","05","2","24","0","0","0","24"
"5750","-1250","-1250,5750","05","1.5833333333333335","17.000000000000004","0","0.08333333333333333","0.16666666666666666","17.25"
"6000","-750","-750,6000","05","5.75","69","0","0","0","69"
"5750","-2250","-2250,5750","05","3.333333333333333","16","0","0","2.0000000000000004","18"
"6000","-2250","-2250,6000","05","1.4166666666666665","17.000000000000004","0","0","0","17.000000000000004"
"4750","-4250","-4250,4750","05","1","12","0","0","0","12"
"6250","-3000","-3000,6250","05","5.083333333333333","48","0","0","1.0833333333333335","49.08333333333333"
"3750","-750","-750,3750","05","1.0833333333333337","12","0","0","0.08333333333333333","12.083333333333332"
"2500","1000","1000,2500","05","2","24","0","0","0","24"
"2000","-1750","-1750,2000","01","3.3333333333333335","22.833333333333336","0","0","0.8333333333333334","23.666666666666664"
"750","-2000","-2000,750","05","1","12","0","0","0","12"
"3000","750","750,3000","01","5.090909090909092","9.81818181818182","0","0","4.2727272727272725","14.09090909090909"
"7500","-3500","-3500,7500","05","1","12","0","0","0","12"
"4750","2250","2250,4750","01","3.7499999999999996","36","0","0","0.75","36.74999999999999"
"7500","-3750","-3750,7500","05","3.833333333333333","46.00000000000001","0","0","0","46.00000000000001"
"6250","-750","-750,6250","01","7","84","0","0","0","84"
"1000","250","250,1000","05","1","9.916666666666668","0","0","0.9166666666666666","10.833333333333334"
"4250","1750","1750,4250","01","1.6","0","2.4","0","1.9","4.3"
"4000","250","250,4000","05","1","12","0","0","0","12"
"6250","-2500","-2500,6250","01","7.333333333333333","87.58333333333334","0","0","0","87.58333333333334"
"4250","-1000","-1000,4250","18","10.90909090909091","0","0","0","11.363636363636363","11.363636363636363"
"4750","1250","1250,4750","01","6.25","71.58333333333333","0","0","0.25","71.83333333333334"
"4250","-1750","-1750,4250","18","13.090909090909092","0","0","1.2727272727272727","13.909090909090908","15.181818181818182"
"6750","-2500","-2500,6750","01","4.416666666666666","51.83333333333333","0","0","0.08333333333333333","51.91666666666666"
